S001;001;4;0;0;0;1;1;0;0;1;0;1
S001;002;5;0;1;0;0;0;0;1;0;0;0
S001;003;2;0;0;0;1;0;0;1;0;0;0
S001;004;1;0;0;0;0;1;0;0;0;0;0
S001;005;6;0;0;1;0;0;0;0;0;0;0
S001;006;3;0;0;0;0;0;0;1;0;0;0
S002;001;4;0;1;0;0;0;0;0;1;0;0
S002;002;5;0;0;1;0;0;1;0;1;0;0
S002;003;2;0;0;0;0;0;1;1;1;0;0
S002;004;1;1;0;0;0;1;0;0;0;1;0
S002;005;6;0;0;0;1;0;0;0;0;0;0
S002;006;3;0;1;0;0;0;0;0;0;0;0
S003;001;4;1;0;0;0;0;0;0;0;0;0
S003;002;5;0;0;0;0;0;0;0;0;1;0
S003;003;2;0;1;0;1;0;0;0;1;1;0
S003;004;1;0;0;1;0;0;1;0;0;1;0
S003;005;6;0;1;0;0;0;0;0;0;0;0
S003;006;3;0;0;0;0;0;0;0;0;0;0
S004;001;4;0;1;0;0;0;0;0;0;1;0
S004;002;5;0;0;0;1;0;0;0;1;0;0
S004;003;2;0;1;1;1;0;0;0;0;0;0
S004;004;1;1;0;0;1;1;0;0;0;0;0
S004;005;6;0;0;1;1;0;0;0;0;0;1
S004;006;3;0;0;0;0;0;0;0;1;0;0
S005;001;4;0;0;0;0;0;0;0;0;0;0
S005;002;5;1;1;0;0;0;0;1;1;0;0
S005;003;2;0;0;0;1;0;0;1;0;0;0
S005;004;1;0;0;0;0;0;1;0;0;1;0
S005;005;6;0;1;0;0;0;0;0;0;0;0
S005;006;3;0;1;0;0;0;0;0;0;0;0
S006;001;4;0;0;0;0;0;1;0;0;0;0
S006;002;5;0;0;1;0;0;0;1;0;0;0
S006;003;2;0;0;0;0;0;0;0;0;0;0
S006;004;1;0;0;0;0;0;0;1;0;0;1
S006;005;6;0;0;1;0;0;0;0;0;0;0
S006;006;3;0;0;0;0;0;0;0;0;0;0
S007;001;4;1;0;0;0;1;0;0;0;0;0
S007;002;5;1;1;1;0;0;0;0;0;0;0
S007;003;2;0;0;0;1;1;0;0;0;0;0
S007;004;1;1;0;1;1;0;0;0;1;0;0
S007;005;6;0;0;0;0;0;0;0;0;0;1
S007;006;3;0;0;0;1;0;0;0;0;0;0
S008;001;4;0;0;1;0;0;0;0;1;0;0
S008;002;5;0;0;1;0;0;0;0;0;0;0
S008;003;2;0;0;0;1;1;1;0;1;0;0
S008;004;1;0;0;0;0;0;0;0;0;0;0
S008;005;6;1;0;0;0;0;0;0;0;0;0
S008;006;3;1;0;1;0;0;1;0;0;0;0
S009;001;4;0;0;0;0;0;0;0;1;1;0
S009;002;5;0;0;1;0;0;0;0;0;1;0
S009;003;2;0;1;0;0;1;0;0;0;0;0
S009;004;1;0;0;1;0;0;0;0;0;0;0
S009;005;6;0;0;0;0;1;0;0;0;0;1
S009;006;3;0;0;0;0;0;1;0;0;0;0
S010;001;4;0;0;0;0;0;0;0;0;0;1
S010;002;5;0;0;0;0;1;0;0;1;0;0
S010;003;2;0;0;0;0;0;0;0;0;1;1
S010;004;1;0;0;0;0;1;0;1;1;0;0
S010;005;6;1;0;0;0;1;0;0;0;0;0
S011;001;4;0;0;0;0;0;0;0;0;1;1
S011;002;5;0;0;0;0;0;0;0;1;1;1
S011;003;2;0;0;0;0;0;0;0;0;1;0
S011;004;1;0;0;0;0;0;1;1;0;0;0
S011;005;6;0;0;1;1;0;0;0;0;1;0
S011;006;3;0;1;0;0;0;0;0;0;0;0
S012;001;4;1;0;0;0;0;1;0;0;0;1
S012;002;5;0;0;0;1;0;0;1;0;0;0
S012;003;2;1;0;1;0;0;0;0;1;0;0
S012;004;1;0;1;0;0;0;0;1;1;0;0
S012;005;6;0;0;0;0;0;0;0;0;0;0
S012;006;3;1;0;0;0;0;0;0;0;0;0
S013;001;4;0;1;0;0;0;0;0;0;0;0
S013;002;5;0;1;1;0;1;0;0;1;0;0
S013;003;2;0;0;0;0;0;1;0;0;0;0
S013;004;1;0;0;0;1;0;0;0;0;1;1
S013;005;6;0;0;1;0;0;1;1;1;0;0
S013;006;3;0;1;0;0;0;1;1;0;0;0
S014;001;4;0;0;0;0;0;1;1;0;0;0
S014;002;5;0;0;0;0;0;0;0;0;0;0
S014;003;2;0;1;0;0;0;0;1;0;0;0
S014;004;1;0;0;0;0;0;1;1;0;0;0
S014;005;6;1;0;0;1;0;0;0;0;0;0
S014;006;3;0;0;1;0;0;0;0;0;0;0
S015;001;4;1;0;0;0;0;0;0;0;1;0
S015;002;5;0;1;0;0;0;1;1;0;1;0
S015;003;2;0;0;1;0;0;0;0;0;1;0
S015;004;1;0;0;0;0;0;0;0;0;0;0
S015;005;6;1;1;0;0;1;0;0;0;0;0
S015;006;3;1;0;0;0;0;0;0;0;0;1
S016;001;4;0;0;0;0;0;0;0;1;0;0
S016;002;5;0;0;1;1;0;0;0;1;0;0
S016;003;2;0;0;0;0;0;0;1;0;0;1
S016;004;1;0;0;0;0;0;0;0;1;0;1
S016;005;6;0;0;0;1;0;0;0;0;1;1
S016;006;3;0;0;0;0;1;0;0;0;0;0
S017;001;4;0;0;1;0;0;0;0;0;0;0
S017;002;5;0;0;0;1;0;0;0;0;0;0
S017;003;2;0;0;0;0;0;0;0;0;0;0
S017;004;1;0;0;0;0;0;0;0;0;1;0
S017;005;6;0;0;0;0;0;1;0;0;0;0
S017;006;3;0;0;0;0;0;1;0;0;0;0
S018;001;4;0;1;0;0;0;0;0;0;0;0
S018;002;5;1;0;1;0;0;0;0;1;1;0
S018;003;2;1;0;1;0;1;1;0;1;0;0
S018;004;1;0;0;1;0;1;0;0;0;1;0
S018;005;6;0;1;0;0;0;0;0;0;1;0
S018;006;3;0;1;0;1;1;0;1;0;0;0
S019;001;4;0;1;0;1;0;0;0;0;0;0
S019;002;5;0;0;0;0;0;0;1;0;1;0
S019;003;2;0;1;0;0;1;0;1;0;1;0
S019;004;1;0;0;0;0;0;0;1;1;0;1
S019;005;6;0;0;0;0;1;0;1;0;0;0
S019;006;3;0;0;0;0;0;1;0;1;1;0
S020;001;4;0;0;0;0;0;1;0;0;0;1
S020;002;5;1;0;0;0;0;0;0;0;0;1
S020;003;2;0;0;0;0;0;0;0;0;1;0
S020;004;1;1;0;0;0;0;0;0;0;0;0
S020;005;6;1;0;0;0;0;0;1;0;0;1
S020;006;3;0;0;0;0;1;1;0;0;0;0
S021;001;4;1;1;0;1;1;0;0;0;0;1
S021;002;5;0;0;0;0;0;1;0;0;0;0
S021;003;2;0;0;0;1;0;1;0;0;0;0
S021;004;1;0;0;0;0;1;0;0;0;0;0
S021;005;6;1;0;0;0;0;1;0;0;0;1
S021;006;3;0;0;0;0;0;0;0;0;0;1
S022;001;4;0;0;1;1;1;1;0;0;0;1
S022;002;5;0;0;0;0;0;0;0;0;0;1
S022;003;2;0;0;0;0;0;0;0;0;0;0
S022;004;1;1;0;0;1;1;0;0;0;0;0
S022;005;6;1;0;0;0;1;0;0;0;0;1
S022;006;3;0;0;0;0;0;0;1;0;0;1
