S001;001;4;0;0;0;1;1;1;0;1;0;0
S001;002;4;0;1;0;0;0;0;1;1;0;0
S001;005;5;0;0;0;1;0;1;0;0;0;0
S001;006;5;0;0;0;0;0;0;0;0;0;0
S001;007;2;0;0;1;0;0;0;0;1;0;1
S001;008;2;0;0;0;0;0;1;0;0;0;0
S001;009;1;0;0;0;0;0;0;0;1;0;0
S001;010;1;0;1;1;1;0;1;0;0;0;0
S001;015;6;0;1;0;0;0;1;1;0;0;0
S001;016;6;1;0;0;0;0;0;0;0;1;0
S001;017;3;0;0;0;0;0;0;0;0;0;0
S001;018;3;0;0;0;0;0;0;0;0;0;0
S002;001;4;0;0;0;0;0;0;0;0;0;1
S002;002;4;0;0;0;0;0;0;0;0;1;0
S002;005;5;0;0;0;0;0;0;0;0;1;0
S002;006;5;0;0;1;0;0;0;1;0;0;0
S002;007;2;0;0;0;0;0;0;0;0;0;0
S002;009;1;0;0;0;0;0;0;0;0;0;0
S002;010;1;0;0;0;0;0;0;0;0;1;1
S002;015;6;0;0;0;0;0;0;0;1;0;1
S002;016;6;0;1;0;0;0;0;0;0;0;0
S002;019;3;1;0;0;1;1;0;0;0;0;0
S002;020;3;0;1;1;0;0;0;0;0;0;1
S003;001;2;0;0;0;0;0;0;0;1;0;0
S003;003;1;0;0;0;0;0;0;0;0;0;0
S003;005;3;1;1;0;0;0;0;1;1;0;0
S004;001;5;0;0;0;1;0;0;1;0;0;0
S004;005;3;0;0;0;0;0;0;1;0;0;0
S005;001;4;1;0;0;0;0;0;0;0;0;0
S006;001;5;0;1;0;0;1;1;0;0;0;0
S007;001;5;1;0;1;0;0;1;1;0;0;0
S010;001;2;1;0;0;0;1;0;0;0;0;0
S010;002;2;0;0;1;1;0;0;0;0;0;0
S010;003;3;0;0;0;0;0;0;0;1;0;0
S010;004;3;0;0;0;0;0;0;0;0;0;0
S011;001;5;1;0;0;0;0;0;0;0;0;0
S011;002;1;0;1;1;1;0;0;0;0;0;0
S011;003;1;0;0;1;0;1;0;0;1;0;0
S011;004;1;1;0;0;0;0;0;0;0;0;0
S012;001;4;0;0;0;0;0;0;0;0;0;1
S012;002;2;0;0;0;0;0;1;0;0;0;0
S012;003;2;0;0;0;0;0;0;0;1;0;0
S012;004;6;0;0;1;0;0;0;1;0;0;0
S012;005;6;0;0;0;0;1;1;0;1;0;0
S012;006;3;0;0;0;0;0;0;0;0;0;0
S012;007;3;0;0;1;0;0;0;0;0;0;0
S013;001;4;1;0;1;0;0;0;0;0;0;0
S013;002;4;0;0;0;0;0;0;0;0;1;0
S013;003;5;0;0;0;0;1;0;0;0;0;1
S013;004;2;0;1;1;0;1;0;0;0;0;0
S013;005;1;0;0;1;0;0;0;0;0;1;0
S013;006;3;0;0;1;0;1;0;0;0;0;0
S013;007;3;0;0;0;0;0;0;0;0;1;0
S014;001;4;0;0;0;0;0;0;0;0;0;0
S014;002;5;0;0;0;0;1;0;0;1;0;0
S014;003;5;0;0;0;0;1;0;0;1;0;1
S014;004;2;0;1;0;0;1;0;1;0;0;0
S014;005;1;1;0;1;0;1;1;0;0;0;1
S014;006;1;0;0;0;0;0;0;0;0;1;1
S014;007;6;0;1;0;1;0;0;0;0;1;0
S014;008;6;0;1;0;0;0;0;0;0;1;0
S014;009;3;0;0;0;1;0;0;1;0;0;1
S014;010;3;0;1;1;0;0;0;1;0;0;1
S015;001;4;0;0;0;0;0;0;0;0;0;0
S015;002;5;0;0;0;0;0;1;0;0;0;1
S015;003;2;0;0;0;1;1;0;1;0;1;0
S015;004;1;1;0;1;0;0;0;0;1;0;0
S015;005;6;0;1;0;0;0;0;1;1;0;0
S015;006;3;0;0;1;1;0;0;0;1;0;0
S016;001;4;1;0;0;0;0;0;0;0;0;0
S016;002;5;0;1;0;0;0;0;0;0;1;0
S016;003;5;1;1;1;0;0;0;0;1;0;0
S016;004;6;0;0;0;0;0;1;0;0;0;0
S016;005;3;0;0;0;0;0;0;0;0;0;0
S017;001;4;0;0;1;0;0;0;1;1;0;0
